CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3228.0,35.59700427960057,MonthsOnBookCategory,high
721232058,Existing Customer,49,M,1,Graduate,Not specified,$40K - $60K,Silver,41,20231.0,35.8731843575419,MonthsOnBookCategory,high
719443683,Attrited Customer,50,M,1,Not specified,Single,$120K +,Blue,39,27512.0,36.89133425034388,MonthsOnBookCategory,high
715449333,Existing Customer,55,F,3,Not specified,Married,$40K - $60K,Blue,47,1929.0,35.8731843575419,MonthsOnBookCategory,high
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,2585.0,35.8817747823645,MonthsOnBookCategory,medium
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,12151.0,36.074267100977195,MonthsOnBookCategory,high
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,34516.0,36.074267100977195,MonthsOnBookCategory,high
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,34516.0,36.89133425034388,MonthsOnBookCategory,high
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,5504.0,35.59700427960057,MonthsOnBookCategory,high
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,10021.0,36.074267100977195,MonthsOnBookCategory,high
780253533,Existing Customer,63,F,0,Not specified,Married,Less than $40K,Blue,49,3558.0,35.8817747823645,MonthsOnBookCategory,high
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,19853.0,35.8731843575419,MonthsOnBookCategory,high
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,4969.0,35.8731843575419,MonthsOnBookCategory,high
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3117.0,35.8817747823645,MonthsOnBookCategory,high
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,21526.0,36.074267100977195,MonthsOnBookCategory,high
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,5504.0,35.59700427960057,MonthsOnBookCategory,high
796532958,Existing Customer,59,F,0,Not specified,Married,Less than $40K,Blue,53,5512.0,35.8817747823645,MonthsOnBookCategory,high
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1438.3,35.75359712230216,MonthsOnBookCategory,high
717049533,Existing Customer,39,F,3,Doctorate,Not specified,$40K - $60K,Blue,28,7262.0,35.8731843575419,MonthsOnBookCategory,high
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,7319.0,36.89133425034388,MonthsOnBookCategory,high
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,1438.3,35.59700427960057,MonthsOnBookCategory,high
711622683,Existing Customer,48,M,4,Not specified,Single,$60K - $80K,Blue,30,7712.0,35.59700427960057,MonthsOnBookCategory,high
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,2053.0,35.59700427960057,MonthsOnBookCategory,high
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,12804.0,35.8731843575419,MonthsOnBookCategory,high
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,26443.0,36.074267100977195,MonthsOnBookCategory,high
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,3125.0,35.8817747823645,MonthsOnBookCategory,high
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,4930.0,35.8817747823645,MonthsOnBookCategory,high
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,9476.0,35.8817747823645,MonthsOnBookCategory,high
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,11722.0,36.074267100977195,MonthsOnBookCategory,high
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,13301.0,36.89133425034388,MonthsOnBookCategory,high
721057758,Existing Customer,61,F,1,Not specified,Married,Unknown,Blue,47,1438.3,35.75359712230216,MonthsOnBookCategory,high
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,1438.3,35.8817747823645,MonthsOnBookCategory,high
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,6705.0,35.59700427960057,MonthsOnBookCategory,high
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,22718.0,35.75359712230216,MonthsOnBookCategory,high
708579633,Existing Customer,40,M,4,Not specified,Divorced,$40K - $60K,Gold,28,23981.0,35.8731843575419,MonthsOnBookCategory,high
718715583,Existing Customer,65,M,2,Not specified,Married,Less than $40K,Blue,56,2318.0,35.8817747823645,MonthsOnBookCategory,high
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,19324.0,35.59700427960057,MonthsOnBookCategory,high
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5331.0,35.8731843575419,MonthsOnBookCategory,high
805254708,Existing Customer,36,F,4,Not specified,Married,Unknown,Blue,31,15700.0,35.75359712230216,MonthsOnBookCategory,high
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,17625.0,35.59700427960057,MonthsOnBookCategory,high
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,17438.0,36.074267100977195,MonthsOnBookCategory,high
720179883,Existing Customer,40,M,4,College,Not specified,$80K - $120K,Blue,25,1962.0,36.074267100977195,MonthsOnBookCategory,high
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,8077.0,35.59700427960057,MonthsOnBookCategory,high
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,3290.0,35.8731843575419,MonthsOnBookCategory,medium
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,2402.0,35.8817747823645,MonthsOnBookCategory,high
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,9256.0,35.8817747823645,MonthsOnBookCategory,high
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,3674.0,35.59700427960057,MonthsOnBookCategory,high
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,6462.0,35.8731843575419,MonthsOnBookCategory,high
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,1638.0,35.8731843575419,MonthsOnBookCategory,high
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,4335.0,35.59700427960057,MonthsOnBookCategory,high
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,3233.0,35.59700427960057,MonthsOnBookCategory,high
711242058,Attrited Customer,48,M,4,Not specified,Single,$80K - $120K,Blue,36,11862.0,36.074267100977195,MonthsOnBookCategory,high
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,34516.0,36.89133425034388,MonthsOnBookCategory,medium
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,19802.0,36.89133425034388,MonthsOnBookCategory,high
708864708,Existing Customer,46,M,3,College,Not specified,$80K - $120K,Blue,36,24869.0,36.074267100977195,MonthsOnBookCategory,high
717758583,Existing Customer,40,M,3,High School,Not specified,$60K - $80K,Blue,36,3624.0,35.59700427960057,MonthsOnBookCategory,high
715416633,Existing Customer,54,M,1,Not specified,Married,$80K - $120K,Blue,36,6175.0,36.074267100977195,MonthsOnBookCategory,high
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,10953.0,35.8731843575419,MonthsOnBookCategory,high
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,11338.0,35.59700427960057,MonthsOnBookCategory,high
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,5544.0,35.8817747823645,MonthsOnBookCategory,high
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,19665.0,35.59700427960057,MonthsOnBookCategory,high
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,2927.0,35.8817747823645,MonthsOnBookCategory,high
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,5146.0,35.8731843575419,MonthsOnBookCategory,high
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,1704.0,35.59700427960057,MonthsOnBookCategory,high
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,1438.3,35.59700427960057,MonthsOnBookCategory,high
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,2974.0,35.8817747823645,MonthsOnBookCategory,high
718731183,Attrited Customer,61,M,1,Not specified,Married,$40K - $60K,Blue,49,5472.0,35.8731843575419,MonthsOnBookCategory,high
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,2736.0,35.59700427960057,MonthsOnBookCategory,high
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,1438.3,36.074267100977195,MonthsOnBookCategory,high
711173058,Existing Customer,56,F,2,Not specified,Married,Unknown,Blue,45,5406.0,35.75359712230216,MonthsOnBookCategory,high
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,34516.0,36.89133425034388,MonthsOnBookCategory,high
711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,1976.0,35.8817747823645,MonthsOnBookCategory,high
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,8714.0,36.074267100977195,MonthsOnBookCategory,high
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,8693.0,35.8817747823645,MonthsOnBookCategory,high
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,9247.0,36.074267100977195,MonthsOnBookCategory,high
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,7717.0,35.8817747823645,MonthsOnBookCategory,high
713865333,Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,4908.0,35.8817747823645,MonthsOnBookCategory,high
797707008,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,7222.0,35.8817747823645,MonthsOnBookCategory,high
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,21740.0,36.074267100977195,MonthsOnBookCategory,high
720370533,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,2323.0,35.59700427960057,MonthsOnBookCategory,high
779743908,Existing Customer,44,M,4,Not specified,Divorced,$60K - $80K,Blue,29,7788.0,35.59700427960057,MonthsOnBookCategory,high
718675158,Attrited Customer,55,F,1,Not specified,Married,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
710784333,Existing Customer,57,M,2,Not specified,Married,$120K +,Blue,36,23700.0,36.89133425034388,MonthsOnBookCategory,high
816596583,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,11710.0,36.074267100977195,MonthsOnBookCategory,high
717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,2278.0,35.8731843575419,MonthsOnBookCategory,high
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,4048.0,35.8731843575419,MonthsOnBookCategory,medium
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,3663.0,35.8817747823645,MonthsOnBookCategory,medium
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,3518.0,35.75359712230216,MonthsOnBookCategory,high
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,1717.0,35.8817747823645,MonthsOnBookCategory,high
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,16813.0,36.074267100977195,MonthsOnBookCategory,high
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,16434.0,36.074267100977195,MonthsOnBookCategory,high
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,21872.0,35.59700427960057,MonthsOnBookCategory,high
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,41,15897.0,36.074267100977195,MonthsOnBookCategory,high
716452083,Existing Customer,56,F,4,Not specified,Married,Less than $40K,Blue,46,4271.0,35.8817747823645,MonthsOnBookCategory,high
787599258,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,7361.0,35.8817747823645,MonthsOnBookCategory,high
714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,8628.0,35.8817747823645,MonthsOnBookCategory,high
789317883,Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,18750.0,36.074267100977195,MonthsOnBookCategory,high
714500883,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,21242.0,35.75359712230216,MonthsOnBookCategory,high
789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,2961.0,35.8731843575419,MonthsOnBookCategory,high
710317758,Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,11327.0,35.75359712230216,MonthsOnBookCategory,high
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40,8308.0,35.59700427960057,MonthsOnBookCategory,high
716829483,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,3249.0,35.8731843575419,MonthsOnBookCategory,high
779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,2981.0,36.89133425034388,MonthsOnBookCategory,high
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,8829.0,35.8817747823645,MonthsOnBookCategory,high
718943508,Existing Customer,42,M,3,Not specified,Single,$80K - $120K,Blue,33,3714.0,36.074267100977195,MonthsOnBookCategory,high
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,7340.0,35.59700427960057,MonthsOnBookCategory,high
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,16952.0,36.89133425034388,MonthsOnBookCategory,high
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,20865.0,36.074267100977195,MonthsOnBookCategory,high
788785083,Existing Customer,44,F,3,College,Not specified,Less than $40K,Blue,25,3083.0,35.8817747823645,MonthsOnBookCategory,high
780481308,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,10584.0,35.75359712230216,MonthsOnBookCategory,medium
711757383,Existing Customer,50,F,3,Not specified,Married,Less than $40K,Blue,42,2240.0,35.8817747823645,MonthsOnBookCategory,high
787550808,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,12240.0,35.8731843575419,MonthsOnBookCategory,high
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,5120.0,36.074267100977195,MonthsOnBookCategory,medium
714529233,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3124.0,35.8817747823645,MonthsOnBookCategory,medium
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,11261.0,35.8817747823645,MonthsOnBookCategory,high
812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,2468.0,35.8731843575419,MonthsOnBookCategory,high
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,22157.0,35.59700427960057,MonthsOnBookCategory,high
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,11477.0,35.8731843575419,MonthsOnBookCategory,high
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,3933.0,35.8817747823645,MonthsOnBookCategory,high
802276683,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,8022.0,36.074267100977195,MonthsOnBookCategory,high
780913308,Existing Customer,43,M,3,Not specified,Single,$60K - $80K,Blue,34,13771.0,35.59700427960057,MonthsOnBookCategory,high
808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,30271.0,36.074267100977195,MonthsOnBookCategory,high
719428308,Existing Customer,50,M,2,High School,Not specified,$60K - $80K,Blue,41,3244.0,35.59700427960057,MonthsOnBookCategory,high
713010483,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,2936.0,35.8731843575419,MonthsOnBookCategory,high
717006333,Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,1438.3,36.074267100977195,MonthsOnBookCategory,high
787621158,Existing Customer,33,M,2,Not specified,Married,$60K - $80K,Blue,25,6242.0,35.59700427960057,MonthsOnBookCategory,high
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,6175.0,35.8731843575419,MonthsOnBookCategory,high
720916683,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,11806.0,36.074267100977195,MonthsOnBookCategory,high
720923658,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,4734.0,35.59700427960057,MonthsOnBookCategory,high
712710708,Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,36,6244.0,35.8731843575419,MonthsOnBookCategory,high
718939083,Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,1438.3,35.8817747823645,MonthsOnBookCategory,high
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,34516.0,35.75359712230216,MonthsOnBookCategory,high
719085933,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,24,23561.0,36.074267100977195,MonthsOnBookCategory,medium
715124958,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,24742.0,36.074267100977195,MonthsOnBookCategory,high
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,27560.0,36.074267100977195,MonthsOnBookCategory,high
712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,5923.0,35.8817747823645,MonthsOnBookCategory,high
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,8581.0,35.59700427960057,MonthsOnBookCategory,high
712490283,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,3156.0,35.8731843575419,MonthsOnBookCategory,high
720071583,Attrited Customer,48,F,2,Not specified,Married,Less than $40K,Blue,36,7151.0,35.8817747823645,MonthsOnBookCategory,high
717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,1535.0,35.59700427960057,MonthsOnBookCategory,high
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,2122.0,35.8817747823645,MonthsOnBookCategory,high
712370208,Existing Customer,48,M,1,Uneducated,Not specified,$60K - $80K,Blue,35,17131.0,35.59700427960057,MonthsOnBookCategory,high
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,5822.0,35.8817747823645,MonthsOnBookCategory,high
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3537.0,35.59700427960057,MonthsOnBookCategory,high
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,34516.0,36.89133425034388,MonthsOnBookCategory,high
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,16320.0,35.59700427960057,MonthsOnBookCategory,high
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,2407.0,36.074267100977195,MonthsOnBookCategory,high
796343058,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,3538.0,35.8817747823645,MonthsOnBookCategory,high
783910008,Existing Customer,37,F,0,Not specified,Married,Less than $40K,Blue,31,2684.0,35.8817747823645,MonthsOnBookCategory,high
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36,34516.0,36.074267100977195,MonthsOnBookCategory,high
785114808,Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,15459.0,35.8731843575419,MonthsOnBookCategory,high
709852908,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,4307.0,35.8817747823645,MonthsOnBookCategory,high
823528833,Existing Customer,50,F,1,Not specified,Single,Less than $40K,Blue,46,2081.0,35.8817747823645,MonthsOnBookCategory,high
719679858,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,2848.0,35.8731843575419,MonthsOnBookCategory,high
827108583,Existing Customer,55,M,3,High School,Single,$120K +,Blue,51,34516.0,36.89133425034388,MonthsOnBookCategory,high
787833333,Existing Customer,44,M,3,College,Not specified,$80K - $120K,Blue,35,6361.0,36.074267100977195,MonthsOnBookCategory,high
719781183,Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,38,15428.0,36.074267100977195,MonthsOnBookCategory,high
710429358,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,2544.0,35.8731843575419,MonthsOnBookCategory,high
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,9959.0,36.074267100977195,MonthsOnBookCategory,high
710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,8796.0,35.59700427960057,MonthsOnBookCategory,high
809825358,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,3428.0,35.8817747823645,MonthsOnBookCategory,high
714451833,Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,1438.3,35.8817747823645,MonthsOnBookCategory,high
713943783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,18001.0,35.59700427960057,MonthsOnBookCategory,high
710706558,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,2680.0,35.8817747823645,MonthsOnBookCategory,high
713620308,Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,4675.0,35.8817747823645,MonthsOnBookCategory,high
813453408,Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,2448.0,35.8817747823645,MonthsOnBookCategory,high
818248383,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,4049.0,35.59700427960057,MonthsOnBookCategory,high
780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,8154.0,36.074267100977195,MonthsOnBookCategory,high
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,4559.0,35.8731843575419,MonthsOnBookCategory,high
709671708,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,19354.0,36.074267100977195,MonthsOnBookCategory,high
711204483,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,2340.0,35.59700427960057,MonthsOnBookCategory,high
801728658,Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,47,13848.0,35.59700427960057,MonthsOnBookCategory,high
713945883,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,2490.0,35.8817747823645,MonthsOnBookCategory,high
779558733,Existing Customer,50,F,4,Not specified,Married,Unknown,Silver,36,32156.0,35.75359712230216,MonthsOnBookCategory,high
788370258,Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,2578.0,35.59700427960057,MonthsOnBookCategory,high
714927333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,9050.0,35.75359712230216,MonthsOnBookCategory,high
710383158,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Silver,41,34516.0,36.074267100977195,MonthsOnBookCategory,high
798007308,Existing Customer,57,F,3,High School,Married,Unknown,Blue,51,8362.0,35.75359712230216,MonthsOnBookCategory,high
711768858,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,36,6514.0,36.074267100977195,MonthsOnBookCategory,high
714888633,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,4051.0,36.074267100977195,MonthsOnBookCategory,high
712650333,Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,11959.0,35.59700427960057,MonthsOnBookCategory,high
719945433,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,2070.0,35.8731843575419,MonthsOnBookCategory,high
720310458,Existing Customer,46,M,1,Not specified,Single,$120K +,Blue,32,11840.0,36.89133425034388,MonthsOnBookCategory,high
718344033,Existing Customer,47,M,2,College,Married,$120K +,Blue,35,3636.0,36.89133425034388,MonthsOnBookCategory,high
715442958,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,36,11067.0,35.59700427960057,MonthsOnBookCategory,high
780326883,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,11262.0,35.59700427960057,MonthsOnBookCategory,high
711157833,Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,36,5108.0,35.8731843575419,MonthsOnBookCategory,high
719704308,Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,2072.0,35.8731843575419,MonthsOnBookCategory,high
708772308,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4119.0,36.074267100977195,MonthsOnBookCategory,medium
817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5903.0,35.8731843575419,MonthsOnBookCategory,high
780054258,Existing Customer,40,M,5,Graduate,Not specified,$40K - $60K,Blue,25,7860.0,35.8731843575419,MonthsOnBookCategory,high
709990983,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,5918.0,35.8731843575419,MonthsOnBookCategory,high
818045958,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,6741.0,35.8731843575419,MonthsOnBookCategory,high
716380683,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3880.0,35.8817747823645,MonthsOnBookCategory,high
787480158,Existing Customer,57,F,2,Not specified,Married,Less than $40K,Blue,45,2494.0,35.8817747823645,MonthsOnBookCategory,high
778461408,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,22149.0,36.074267100977195,MonthsOnBookCategory,medium
713861733,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,34516.0,36.074267100977195,MonthsOnBookCategory,high
789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,5450.0,35.59700427960057,MonthsOnBookCategory,high
789513858,Attrited Customer,43,M,3,Not specified,Married,$40K - $60K,Blue,35,1438.3,35.8731843575419,MonthsOnBookCategory,high
778357458,Existing Customer,44,F,5,Not specified,Single,Less than $40K,Blue,24,2003.0,35.8817747823645,MonthsOnBookCategory,medium
718325883,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,7723.0,35.8731843575419,MonthsOnBookCategory,high
720344658,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,18226.0,36.074267100977195,MonthsOnBookCategory,medium
809292483,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,8128.0,35.8817747823645,MonthsOnBookCategory,high
779791008,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,5851.0,36.074267100977195,MonthsOnBookCategory,high
779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,10260.0,36.074267100977195,MonthsOnBookCategory,high
795904233,Existing Customer,38,F,3,Not specified,Single,Unknown,Blue,32,26945.0,35.75359712230216,MonthsOnBookCategory,high
710573808,Existing Customer,55,M,2,Not specified,Single,$60K - $80K,Blue,36,2243.0,35.59700427960057,MonthsOnBookCategory,high
717418158,Existing Customer,42,M,5,Not specified,Not specified,$120K +,Blue,36,34516.0,36.89133425034388,MonthsOnBookCategory,high
771963708,Attrited Customer,56,M,3,Not specified,Married,$60K - $80K,Blue,45,12248.0,35.59700427960057,MonthsOnBookCategory,high
712433508,Attrited Customer,59,F,1,Not specified,Married,Unknown,Blue,50,1438.3,35.75359712230216,MonthsOnBookCategory,high
