CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Credit_limit,Credit_Utilization_rate
710035008,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827.0,1397,3851.0,36.50378886856546
790082508,Existing Customer,42,M,4,High School,Single,$120K +,Blue,35,5,2,2,34516.0,1658,34551.0,4.803569359137791
716866308,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940.0,1101,5973.0,18.535353535353536
709707033,Attrited Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162.0,0,13194.0,0.0
718346658,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,4,1963.0,1357,2000.0,69.12888436067244
824157858,Existing Customer,58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,18713.0,1022,18767.0,5.461443915994229
709735008,Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023.0,1435,3045.0,47.46940125702944
814593858,Existing Customer,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103.0,1798,6156.0,29.460920858594136
718416858,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,3,10607.0,2517,10641.0,23.729612520033943
710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,24,3,3,4,2917.0,2517,2941.0,86.28728145354818
715870758,Existing Customer,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516.0,1018,34546.0,2.9493568200254954
713819283,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197.0,2517,25239.0,9.989284438623645
710424408,Existing Customer,63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,2743.0,1815,2779.0,66.16842872767043
709493283,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,32,5,2,4,4111.0,1233,4143.0,29.992702505473122
712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667.0,948,3685.0,25.852195254976824
719013108,Existing Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178.0,1800,3211.0,56.63939584644431
721178583,Attrited Customer,37,F,3,Graduate,Unknown,Unknown,Blue,22,2,3,2,5674.0,0,5696.0,0.0
717769008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,4,11444.0,1278,11480.0,11.167423977630198
709986633,Existing Customer,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,1474.3,0.0
721062408,Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387.0,1597,6421.0,25.00391420072021
771349458,Existing Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,3,5657.0,1792,5677.0,31.677567615343822
780557658,Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,54,5,3,2,11827.0,0,11881.0,0.0
771441558,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,3,2608.0,1589,2645.0,60.92791411042945
756409758,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203.0,2076,3240.0,64.81423665313768
720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516.0,1540,34552.0,4.461698922238962
778885158,Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472.0,2457,2510.0,99.39320388349515
715543908,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147.0,1173,2190.0,54.634373544480674
717591483,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3,3416.0,2044,3460.0,59.83606557377049
715042608,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,5,2,4,8058.0,791,8094.0,9.816331595929512
755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410.0,2281,3453.0,66.89149560117302
715367058,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,37,5,2,3,19044.0,0,19081.0,0.0
714573258,Existing Customer,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,4,2,4,1606.0,798,1636.0,49.68866749688667
712281183,Existing Customer,55,M,4,Graduate,Married,$120K +,Blue,36,4,2,2,24336.0,856,24372.0,3.5174227481919793
717670758,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030.0,1327,5050.0,26.381709741550697
720666333,Existing Customer,36,M,3,Unknown,Married,$120K +,Blue,24,6,3,2,24577.0,0,24601.0,0.0
771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517.0,1195,3530.0,33.97782200739267
708931908,Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400.0,636,7436.0,8.594594594594595
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956.0,1391,2992.0,47.05683355886333
771544533,Attrited Customer,42,F,5,High School,Married,Unknown,Blue,30,3,1,4,3578.0,0,3608.0,0.0
708927108,Attrited Customer,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778.0,507,12814.0,3.967757082485522
717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,4,1942.0,1536,1987.0,79.09371781668384
709288383,Existing Customer,32,M,2,Graduate,Divorced,$80K - $120K,Blue,26,5,1,3,29961.0,789,29987.0,2.6334234504856315
710813733,Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver,35,5,3,4,33791.0,0,33826.0,0.0
721084833,Existing Customer,48,M,5,High School,Married,$40K - $60K,Silver,34,5,0,2,17657.0,2018,17691.0,11.42889505578524
711258108,Existing Customer,54,M,1,College,Married,$120K +,Blue,44,4,3,2,2821.0,2415,2865.0,85.60794044665012
710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,1526.0,53.211629479377955
711902058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,2,1438.3,0,1474.3,0.0
716757033,Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,5,1,4,6859.0,1766,6886.0,25.74719346843563
712688433,Existing Customer,36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3,3404.0,1568,3440.0,46.06345475910693
713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158.0,1695,2173.0,78.54494902687674
711772008,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1,1890.0,666,1912.0,35.23809523809524
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386.0,890,18422.0,4.840639617099968
778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,36,5,5,4,3602.0,2013,3638.0,55.88561910049972
709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue,34,6,1,3,3766.0,1049,3800.0,27.85448751991503
741344808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,32,4,2,4,5634.0,2057,5666.0,36.51047213347533
739692933,Existing Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,29,4,2,4,3126.0,2517,3155.0,80.51823416506718
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue,42,6,1,2,3017.0,786,3059.0,26.052369903878024
802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478.0,1491,5504.0,27.217962760131435
712491108,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,20,6,3,4,13046.0,1177,13066.0,9.021922428330523
714767508,Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,2,8687.0,1146,8718.0,13.192126165534706
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,6174.0,1421,6214.0,23.015873015873016
779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,5,1,2,5655.0,0,5668.0,0.0
793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397.0,1784,5423.0,33.05540114878636
720812433,Existing Customer,54,M,2,College,Married,$120K +,Blue,46,6,1,2,28465.0,0,28511.0,0.0
717623583,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,27,4,2,4,3444.0,2441,3471.0,70.87688734030198
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104.0,1267,2141.0,60.21863117870723
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,1,4,15610.0,2048,15647.0,13.119795003203075
789079758,Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue,32,3,2,3,34516.0,1356,34548.0,3.9286128172441765
721311333,Existing Customer,32,M,1,High School,Married,Unknown,Blue,22,3,1,4,16912.0,1590,16934.0,9.401608325449386
710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462.0,1864,5515.0,34.12669351885756
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,27,5,1,2,2868.0,1434,2895.0,50.0
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685.0,1580,2707.0,58.84543761638734
716334258,Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,1,2,5238.0,1365,5274.0,26.059564719358537
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561.0,2029,4583.0,44.48585836439377
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue,39,3,2,3,13091.0,985,13130.0,7.5242533037965025
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826.0,1274,10877.0,11.767966007759098
811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,2,2,2600.0,1876,2613.0,72.15384615384616
709429533,Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue,35,6,3,4,2561.0,0,2596.0,0.0
715247508,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,7087.0,1060,7123.0,14.95696345421194
718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516.0,2517,34552.0,7.292270251477576
751450008,Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,4,10266.0,1390,10298.0,13.539840249366842
719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,3,1553.0,723,1589.0,46.555054732775275
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732.0,0,6755.0,0.0
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue,37,3,1,2,12181.0,1702,12218.0,13.9725802479271
714024858,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,2,7056.0,0,7083.0,0.0
789849108,Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,25,6,1,2,14365.0,0,14390.0,0.0
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,11509.0,7.225660245794474
718830183,Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,4,23996.0,2517,24034.0,10.489248208034672
779696883,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,4,2,4,2998.0,1789,3031.0,59.67311541027351
719249733,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,6,2,2,30011.0,1232,30047.0,4.105161440805038
737971833,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,2405.0,1553,2436.0,64.57380457380457
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,4,2,21927.0,1291,21953.0,5.88771833812195
710990283,Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,2,3906.0,1851,3942.0,47.38863287250384
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029.0,606,10056.0,6.042476817230033
719692983,Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,3,4,4934.0,1504,4964.0,30.482367247669234
719125158,Existing Customer,35,F,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882.0,1452,13897.0,10.45958795562599
787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue,13,6,3,2,2347.0,0,2360.0,0.0
719206308,Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116.0,1223,4140.0,29.713313896987366
717141858,Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,36,4,1,2,13904.0,625,13940.0,4.495109321058688
713172408,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,32558.0,2016,32601.0,6.192026537256588
720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,2,12902.0,1860,12946.0,14.416369555107735
708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509.0,1144,2545.0,45.59585492227979
711006783,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484.0,2149,2506.0,86.51368760064412
718274283,Existing Customer,35,M,3,College,Single,$60K - $80K,Blue,36,5,1,3,2780.0,0,2816.0,0.0
803977008,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,34,6,2,4,5219.0,1826,5253.0,34.98754550680207
715216908,Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,4,18102.0,1381,18138.0,7.628991271682686
779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532.0,0,4550.0,0.0
811467708,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,22399.0,1431,22427.0,6.388678065985089
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,3,4489.0,2498,4523.0,55.647137447092895
718651083,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,25,4,1,4,10329.0,514,10354.0,4.976280375641398
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637.0,1272,2673.0,48.236632536973836
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864.0,1384,1886.0,74.2489270386266
816319008,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,47,6,3,3,13276.0,1917,13323.0,14.4395902380235
789627258,Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,3,1935.0,1033,1960.0,53.385012919896646
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784.0,891,6821.0,13.133844339622641
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.0,1880,19163.0,9.829037486275945
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,37,5,2,3,32641.0,1551,32678.0,4.751692656474985
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,1485.3,58.88896614058263
710208633,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,2,2417.0,1929,2448.0,79.80968142325196
824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,34,4,1,3,19259.0,2266,19293.0,11.7659276182564
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796.0,2396,3846.0,63.1190727081138
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042.0,1744,4064.0,43.146956952003954
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,34,3,1,2,17603.0,1063,17637.0,6.038743396012043
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,46,6,1,4,2894.0,2077,2940.0,71.7691776088459
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730.0,1956,16756.0,11.69157202630006
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,3309.0,56.15478366849482
710364258,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,41,4,2,2,15815.0,1217,15856.0,7.695226051217199
816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672.0,957,1693.0,57.23684210526315
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121.0,1595,8157.0,19.64043836965891
718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,26,4,1,4,3182.0,2435,3208.0,76.52419861722187
713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182.0,1928,3231.0,60.590823381521055
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061.0,0,5097.0,0.0
779367858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,28,5,3,3,6224.0,1898,6252.0,30.494858611825194
711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,36,6,1,3,2735.0,1769,2771.0,64.6800731261426
714974658,Existing Customer,48,F,4,College,Married,Less than $40K,Blue,36,6,1,4,2464.0,1867,2500.0,75.7711038961039
716374308,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,33,4,3,2,3477.0,1875,3510.0,53.92579810181191
713416233,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,2,2,3242.0,2076,3266.0,64.03454657618754
797643708,Existing Customer,47,M,1,High School,Married,$120K +,Blue,41,3,1,4,27858.0,1314,27899.0,4.716777945293991
808292958,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,20,6,2,3,1438.3,495,1458.3,34.41562956267816
719831958,Existing Customer,49,M,3,College,Single,$120K +,Blue,36,5,2,4,34516.0,0,34552.0,0.0
708860358,Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361.0,694,6383.0,10.910234239899387
717385983,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,21,6,6,2,2490.0,0,2511.0,0.0
719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,5,6,4,14057.0,1655,14101.0,11.773493633065376
717581658,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,38,4,1,2,2461.0,1586,2499.0,64.44534741974806
714347508,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,7787.0,16.45634818439351
803833608,Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,33,4,1,3,21308.0,564,21341.0,2.6468931856579685
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516.0,2252,4552.0,49.867139061116035
778511733,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,30,6,3,2,5424.0,1812,5454.0,33.4070796460177
721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1764.0,1540,1800.0,87.3015873015873
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493.0,932,1539.0,62.42464835900871
713126733,Existing Customer,56,M,3,College,Married,$120K +,Blue,43,6,2,2,17539.0,2517,17582.0,14.350875192428303
719688408,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Silver,36,6,2,3,34516.0,0,34552.0,0.0
779811183,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,25,4,1,2,2149.0,1118,2174.0,52.02419730107026
771086208,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,44,3,4,4,6256.0,1530,6300.0,24.456521739130434
715217733,Existing Customer,33,F,2,High School,Single,Unknown,Blue,25,5,1,4,11922.0,792,11947.0,6.643180674383492
813752433,Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue,38,5,2,4,4075.0,1986,4113.0,48.736196319018404
711876333,Existing Customer,53,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,4,7290.0,2151,7326.0,29.506172839506174
715256658,Existing Customer,50,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,5965.0,688,6001.0,11.533948030176026
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,13,3,1,4,9007.0,1965,9020.0,21.816365049406016
710227908,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,36,3,2,3,6077.0,1397,6113.0,22.988316603587297
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,3,2,1808.0,1009,1837.0,55.807522123893804
714939708,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,36,6,1,3,12810.0,0,12846.0,0.0
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,3466.0,73.5749780765858
719431608,Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,53,6,1,4,3118.0,1528,3171.0,49.00577293136626
769411758,Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,37,4,3,4,20013.0,922,20050.0,4.607005446459802
714248733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,1,2,4395.0,1240,4408.0,28.213879408418656
804481608,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,32,6,3,3,9661.0,0,9693.0,0.0
714631833,Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue,44,3,2,4,1973.0,1324,2017.0,67.10593005575267
769751958,Existing Customer,55,M,3,Unknown,Married,$120K +,Blue,49,3,2,4,9926.0,2018,9975.0,20.330445295184365
717999183,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36,6,3,3,4108.0,1659,4144.0,40.38461538461539
713075283,Existing Customer,51,M,3,High School,Single,$120K +,Blue,36,5,1,4,20741.0,2504,20777.0,12.072706234029217
711561108,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,24,6,1,2,16335.0,892,16359.0,5.460667278849097
709854483,Existing Customer,35,F,1,High School,Married,Unknown,Blue,17,5,3,3,4588.0,2517,4605.0,54.86050566695728
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712.0,1955,5736.0,34.226190476190474
717599283,Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue,36,3,1,2,5335.0,1206,5371.0,22.60543580131209
806407308,Attrited Customer,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184.0,0,13233.0,0.0
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,20,5,2,3,8592.0,1201,8612.0,13.978119180633147
712142733,Existing Customer,37,F,3,Post-Graduate,Married,Less than $40K,Blue,26,5,3,2,1910.0,1164,1936.0,60.94240837696335
720153258,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,45,6,3,3,6210.0,1083,6255.0,17.439613526570046
814086333,Existing Customer,36,M,3,College,Married,$40K - $60K,Blue,31,6,2,4,2220.0,1337,2251.0,60.22522522522522
715524708,Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver,41,4,2,2,20756.0,1710,20797.0,8.238581614954713
713307708,Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue,55,6,3,2,2895.0,2517,2950.0,86.94300518134716
714069858,Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,2,3539.0,2517,3575.0,71.12178581520203
712789383,Existing Customer,52,M,1,Graduate,Married,$120K +,Blue,44,6,1,4,9274.0,2097,9318.0,22.611602329092083
787983633,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,26,6,1,3,3187.0,2517,3213.0,78.97709444618764
758583708,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,24,2,1,4,2802.0,2460,2826.0,87.79443254817987
717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,2334.0,707,2370.0,30.291345329905738
720770883,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,56,5,3,3,1438.3,0,1494.3,0.0
716797758,Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue,44,3,2,4,3519.0,0,3563.0,0.0
713835258,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,48,3,2,3,3088.0,2083,3136.0,67.45466321243524
720677733,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,36,6,3,0,34516.0,1002,34552.0,2.903001506547688
718587858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,31,3,1,4,11906.0,2032,11937.0,17.067025029396945
710263608,Existing Customer,53,F,3,High School,Married,Unknown,Blue,36,4,2,4,11098.0,821,11134.0,7.397729320598306
715055433,Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,22,6,3,4,2224.0,1772,2246.0,79.67625899280576
715498308,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3,4,3454.0,1603,3490.0,46.40995946728431
708099183,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,5723.0,1873,5759.0,32.72759042460248
716452908,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,36,4,2,3,9239.0,1421,9275.0,15.380452429916659
789959283,Existing Customer,39,M,2,College,Single,$80K - $120K,Blue,24,4,3,2,4061.0,1775,4085.0,43.70844619551835
713536158,Existing Customer,65,M,1,College,Married,Less than $40K,Blue,56,5,3,2,4189.0,0,4245.0,0.0
716750358,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,32,4,1,3,6373.0,1562,6405.0,24.509650086301583
815299833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,3,2228.0,1717,2261.0,77.06463195691204
721003008,Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261.0,2517,3285.0,77.18491260349586
779883933,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,24,3,3,2,8014.0,1402,8038.0,17.49438482655353
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,29,6,1,3,10980.0,1726,11009.0,15.719489981785065
715859058,Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue,42,6,3,4,3092.0,2165,3134.0,70.01940491591203
772031733,Existing Customer,40,M,4,Graduate,Single,$80K - $120K,Blue,29,5,1,2,14315.0,690,14344.0,4.820118756549075
720668358,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,46,3,3,3,1648.0,997,1694.0,60.497572815533985
778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730.0,1616,1743.0,93.41040462427745
719649408,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,35,6,3,3,13768.0,763,13803.0,5.5418361417780355
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,19,3,3,4,1709.0,1465,1728.0,85.72264482153305
711934308,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,19,5,2,3,1705.0,0,1724.0,0.0
781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,25,6,1,2,8673.0,0,8698.0,0.0
712557708,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,21,5,2,2,6391.0,2317,6412.0,36.25410733844468
789187908,Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,4,2,2,11102.0,1946,11147.0,17.528373266078184
773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,28,3,1,3,24765.0,1999,24793.0,8.071875630930748
716529258,Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue,27,5,3,4,31864.0,0,31891.0,0.0
