Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
Existing Customer,40,5,35,1,2448.0,1693,0.502,1269,0.692,35-40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,33,2,28,3,4049.0,0,0.898,1742,0.0,30-35,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,53,1,38,2,8154.0,996,0.594,1379,0.122,50-55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,63,1,36,3,4559.0,1571,1.441,1870,0.345,60+,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,61,0,36,2,19354.0,984,0.956,1207,0.051,60+,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,56,4,46,3,2340.0,1930,0.987,781,0.825,55-60,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,53,2,47,3,13848.0,1389,1.178,1773,0.1,50-55,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,62,2,52,2,2490.0,513,0.678,864,0.206,60+,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,50,4,36,1,32156.0,1791,0.906,1559,0.056,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Existing Customer,37,4,30,3,2578.0,2517,0.896,1830,0.976,35-40,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,62,0,52,3,9050.0,1538,0.77,1542,0.17,60+,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,49,3,41,1,34516.0,0,0.499,1506,0.0,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Existing Customer,57,3,51,1,8362.0,0,0.528,1175,0.0,55-60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,55,2,36,2,6514.0,2258,0.785,1383,0.347,50-55,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,1,42,3,4051.0,1183,0.794,1837,0.292,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,48,3,37,3,11959.0,1665,0.675,1191,0.139,45-50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,60,1,48,2,2070.0,0,0.708,1793,0.0,55-60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,46,1,32,2,11840.0,1295,0.84,1560,0.109,45-50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,47,2,35,3,3636.0,1010,0.596,1564,0.278,45-50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,54,2,36,3,11067.0,2517,1.048,1843,0.227,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,53,2,40,3,11262.0,1435,0.735,2165,0.127,50-55,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,56,3,36,1,5108.0,1656,0.711,1631,0.324,55-60,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,56,4,36,1,2072.0,1543,0.486,1265,0.745,55-60,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,41,3,24,3,4119.0,1656,0.561,1455,0.402,40-45,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,60,1,42,3,5903.0,1335,0.914,1137,0.226,55-60,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,40,5,25,2,7860.0,541,0.764,1367,0.069,35-40,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Existing Customer,49,3,36,2,5918.0,842,0.56,1292,0.142,45-50,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,46,4,41,3,6741.0,1745,0.559,1682,0.259,45-50,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,36,3,36,1,3880.0,1542,1.015,1598,0.397,35-40,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,57,2,45,2,2494.0,1639,0.858,1555,0.657,55-60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,38,1,23,3,22149.0,987,1.633,2409,0.045,35-40,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,3,36,3,34516.0,1542,0.869,1770,0.045,45-50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Existing Customer,62,0,51,2,5450.0,967,0.701,1526,0.177,60+,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,43,3,35,2,1438.3,0,0.694,891,0.0,40-45,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,44,5,24,3,2003.0,1224,0.646,1756,0.611,40-45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,39,2,32,3,7723.0,1902,1.181,1241,0.246,35-40,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,38,2,23,1,18226.0,1847,0.845,1681,0.101,35-40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,44,4,39,2,8128.0,1846,0.857,1224,0.227,40-45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,43,3,32,2,5851.0,1660,0.786,1572,0.284,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,54,1,40,3,10260.0,942,1.042,1566,0.092,50-55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,38,3,32,1,26945.0,727,0.687,1579,0.027,35-40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,55,2,36,3,2243.0,1418,0.39,1334,0.632,50-55,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,42,5,36,1,34516.0,1839,0.69,1230,0.053,40-45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Attrited Customer,56,3,45,3,12248.0,0,0.894,767,0.0,55-60,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,59,1,50,2,1438.3,0,0.57,724,0.0,55-60,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,46,4,28,3,19843.0,1178,0.909,1638,0.059,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,55,2,45,3,2163.0,0,0.816,1349,0.0,50-55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,52,1,41,2,33864.0,989,1.219,1751,0.029,50-55,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,39,2,26,1,4531.0,1214,0.813,1414,0.268,35-40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,42,4,26,2,2950.0,1705,0.605,1260,0.578,40-45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,43,4,23,2,7706.0,392,0.764,965,0.051,40-45,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,1,36,1,25657.0,2216,0.856,1121,0.086,45-50,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Existing Customer,42,4,36,3,17536.0,1525,0.859,1411,0.087,40-45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Existing Customer,39,1,24,3,3770.0,1197,0.621,1602,0.318,35-40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,50,1,45,2,10344.0,1274,0.445,1617,0.123,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,57,2,51,1,26437.0,1472,0.742,1244,0.056,55-60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Existing Customer,41,4,30,6,2450.0,1967,0.589,1263,0.803,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,52,1,36,1,3136.0,1864,0.693,1036,0.594,50-55,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,43,2,36,3,6976.0,0,0.519,1217,0.0,40-45,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,42,3,36,3,21134.0,1508,0.505,1556,0.071,40-45,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,58,2,53,2,2019.0,1380,1.158,2005,0.684,55-60,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,42,4,34,2,34516.0,668,0.678,1698,0.019,40-45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,55,1,45,3,9959.0,1890,1.043,2041,0.19,50-55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,38,2,28,3,20241.0,1203,0.66,1102,0.059,35-40,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,40,2,28,1,2421.0,1747,0.691,1346,0.722,35-40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,4,37,6,30948.0,2404,0.609,1511,0.078,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,32,1,22,3,2642.0,2035,1.119,1761,0.77,30-35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,33,2,36,1,8070.0,2350,1.03,2117,0.291,30-35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,58,2,48,3,4085.0,2238,0.568,596,0.548,55-60,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,26,0,19,2,2187.0,1597,0.777,2560,0.73,25-30,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,46,0,36,3,34516.0,1092,0.737,1409,0.032,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
Existing Customer,39,1,29,3,3358.0,1758,0.723,1759,0.524,35-40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,36,1,25,3,1888.0,0,0.928,1886,0.0,35-40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Attrited Customer,43,2,24,3,14447.0,0,0.856,915,0.0,40-45,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,45,2,26,3,32349.0,1630,0.646,1343,0.05,40-45,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Existing Customer,51,3,36,2,12605.0,1449,0.703,1870,0.115,50-55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,62,0,36,2,2964.0,2400,1.296,1557,0.81,60+,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,58,0,38,3,3785.0,1935,1.558,1824,0.511,55-60,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,42,4,36,1,2727.0,834,0.568,1294,0.306,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,49,4,44,1,3343.0,1581,1.146,1545,0.473,45-50,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,53,3,35,3,9786.0,0,0.701,820,0.0,50-55,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,45,2,36,1,6407.0,1884,0.678,1675,0.294,40-45,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,29,2,15,2,4158.0,1635,0.778,1678,0.393,25-30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,60,1,50,1,21697.0,2144,0.654,2117,0.099,55-60,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,50,3,40,2,31383.0,1688,0.765,1721,0.054,45-50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,53,3,36,1,30883.0,1694,0.86,1267,0.055,50-55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,45,3,38,3,12918.0,1345,1.061,1562,0.104,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,2,37,3,8520.0,814,0.504,1193,0.096,45-50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,46,2,34,3,14310.0,694,0.558,1254,0.048,45-50,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,61,0,53,2,14434.0,1927,2.675,1731,0.134,60+,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,46,4,36,2,7793.0,1705,0.597,1099,0.219,45-50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Attrited Customer,62,1,56,1,8990.0,0,0.935,747,0.0,60+,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,43,3,33,2,4343.0,0,0.563,1352,0.0,40-45,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,54,4,50,2,2872.0,2035,0.613,1770,0.709,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,50,2,36,1,9697.0,0,0.759,1812,0.0,45-50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,35,2,21,3,2967.0,1843,0.681,1673,0.621,30-35,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,35,3,23,3,2148.0,1545,0.682,2167,0.719,30-35,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,36,1,36,3,6116.0,2517,0.691,2369,0.412,35-40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,42,3,36,2,18085.0,1487,0.792,1582,0.082,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,39,2,32,3,2524.0,1395,1.048,1800,0.553,35-40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,50,1,45,2,33951.0,0,0.822,1567,0.0,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,43,3,35,3,3312.0,0,0.698,647,0.0,40-45,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,39,1,20,2,9956.0,1117,0.515,1447,0.112,35-40,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,47,2,36,1,3888.0,1663,0.664,1145,0.428,45-50,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,60,1,48,1,30655.0,0,0.475,3280,0.0,55-60,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,30,2,23,2,2997.0,1393,1.12,1577,0.465,25-30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,4,24,3,11042.0,2211,0.897,1140,0.2,40-45,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,52,0,41,3,3386.0,1794,0.671,1736,0.53,50-55,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,45,4,36,1,15987.0,1648,0.732,1436,0.103,40-45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
Existing Customer,40,4,30,3,25188.0,1295,0.557,1513,0.051,35-40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Existing Customer,36,3,23,2,2410.0,1705,0.798,2505,0.707,35-40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,65,0,53,3,4315.0,717,0.808,1723,0.166,60+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,35,0,24,1,2592.0,2227,0.633,1695,0.859,30-35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,54,2,49,3,5476.0,2517,0.967,1532,0.46,50-55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,53,3,43,3,2464.0,2116,0.744,2110,0.859,50-55,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,62,1,44,2,2378.0,1610,0.448,1807,0.677,60+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,40,2,21,4,20056.0,1602,0.466,1687,0.08,35-40,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,41,4,36,2,8013.0,2025,0.789,1481,0.253,40-45,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,53,2,49,2,3386.0,1984,0.573,1318,0.586,50-55,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,30,1,17,3,7906.0,1631,0.889,1946,0.206,25-30,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,3,34,3,11501.0,713,0.84,1481,0.062,45-50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,29,0,19,1,13632.0,1482,0.893,2168,0.109,25-30,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,37,3,27,1,2229.0,1791,1.139,1583,0.803,35-40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,51,1,40,1,5158.0,2190,0.426,1229,0.425,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,31,0,21,3,2158.0,1729,1.1,1718,0.801,30-35,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,45,2,41,2,23271.0,1262,0.718,1402,0.054,40-45,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Attrited Customer,57,1,36,3,10244.0,861,0.78,1127,0.084,55-60,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,43,3,30,2,2588.0,1669,0.788,1053,0.645,40-45,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Existing Customer,44,3,27,2,10747.0,1603,0.471,1340,0.149,40-45,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,53,2,46,3,7474.0,0,0.858,732,0.0,50-55,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,32,3,36,1,3555.0,0,0.813,2346,0.0,30-35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,53,1,38,3,22140.0,733,0.987,1580,0.033,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,54,3,36,3,9457.0,350,1.024,1196,0.037,50-55,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,42,3,35,5,6218.0,2134,1.25,2086,0.343,40-45,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,38,1,25,3,2580.0,2265,0.824,1665,0.878,35-40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,44,2,39,2,1438.3,0,0.871,1495,0.0,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,54,2,43,3,6224.0,1892,0.983,2187,0.304,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,37,4,36,3,3093.0,2517,0.855,1371,0.814,35-40,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,48,2,42,3,4076.0,0,0.808,1235,0.0,45-50,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,55,3,36,2,4861.0,1123,0.938,1556,0.231,50-55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,43,1,36,3,9851.0,0,1.034,1212,0.0,40-45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Existing Customer,37,1,26,3,7349.0,2517,0.877,2701,0.342,35-40,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,34,2,28,3,2853.0,2420,0.858,1750,0.848,30-35,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,4,36,3,17023.0,1084,0.928,1610,0.064,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,32,1,24,2,10060.0,2322,0.894,2184,0.231,30-35,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,53,3,41,1,1595.0,870,0.694,1745,0.545,50-55,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,46,3,38,2,8475.0,1385,0.611,1381,0.163,45-50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Existing Customer,38,1,25,3,5559.0,658,0.627,1793,0.118,35-40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,31,0,22,3,2917.0,2127,1.074,1831,0.729,30-35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,38,2,36,3,6692.0,2037,0.401,1468,0.304,35-40,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Attrited Customer,46,3,28,2,8551.0,1067,0.931,1097,0.125,45-50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,47,3,36,2,10569.0,0,0.838,1682,0.0,45-50,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,47,3,36,2,7051.0,0,0.527,1451,0.0,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,56,1,46,2,10117.0,2242,0.662,1509,0.222,55-60,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,47,2,36,2,8311.0,0,0.584,1895,0.0,45-50,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Existing Customer,47,4,41,3,26442.0,1642,0.651,1403,0.062,45-50,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,64,0,51,3,4920.0,1142,0.507,1420,0.232,60+,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,37,3,25,2,1438.3,674,2.18,1717,0.469,35-40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,42,1,29,2,26750.0,1204,0.428,1131,0.045,40-45,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Existing Customer,41,4,34,3,34516.0,1347,0.801,1005,0.039,40-45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Existing Customer,65,0,36,3,1438.3,747,0.491,948,0.519,60+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,49,3,41,2,1869.0,758,0.91,1549,0.406,45-50,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Attrited Customer,54,5,36,2,14539.0,0,0.907,965,0.0,50-55,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,3,36,1,26977.0,1961,0.641,1958,0.073,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,50,2,36,1,5426.0,1478,0.664,1266,0.272,45-50,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,50,3,34,1,7623.0,2517,1.007,1367,0.33,45-50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,48,1,39,3,4844.0,1576,0.809,1489,0.325,45-50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,62,0,52,1,2683.0,1707,1.254,1582,0.636,60+,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,39,1,22,1,3214.0,2257,1.279,2516,0.702,35-40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,1,39,3,5374.0,2324,0.423,1557,0.432,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,41,2,33,3,8004.0,1452,0.929,1084,0.181,40-45,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,39,2,31,2,1438.3,997,1.867,2583,0.693,35-40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,46,2,34,3,2925.0,2365,0.691,1371,0.809,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,39,2,35,3,9235.0,1479,0.843,1537,0.16,35-40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,44,0,24,3,8837.0,2103,0.559,3753,0.238,40-45,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,57,3,29,1,8801.0,1421,0.568,1104,0.161,55-60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
